2024-07-18 10:09:48 Line: 71, C:\Users\moski\Desktop\a\api-subiekt-gt\src\apisubiektgt\subiektgt\product.php: <b>Source:</b> InsERT.GT.1<br/><b>Description:</b> Towar jest zablokowany, nie mo?na go edytowa?..
2024-07-18 10:09:49 Line: 71, C:\Users\moski\Desktop\a\api-subiekt-gt\src\apisubiektgt\subiektgt\product.php: <b>Source:</b> InsERT.GT.1<br/><b>Description:</b> Towar jest zablokowany, nie mo?na go edytowa?..
2024-07-18 10:09:49 Line: 71, C:\Users\moski\Desktop\a\api-subiekt-gt\src\apisubiektgt\subiektgt\product.php: <b>Source:</b> InsERT.GT.1<br/><b>Description:</b> Towar jest zablokowany, nie mo?na go edytowa?..
2024-07-18 10:09:50 Line: 71, C:\Users\moski\Desktop\a\api-subiekt-gt\src\apisubiektgt\subiektgt\product.php: <b>Source:</b> InsERT.GT.1<br/><b>Description:</b> Towar jest zablokowany, nie mo?na go edytowa?..
2024-07-18 10:09:51 Line: 71, C:\Users\moski\Desktop\a\api-subiekt-gt\src\apisubiektgt\subiektgt\product.php: <b>Source:</b> InsERT.GT.1<br/><b>Description:</b> Towar jest zablokowany, nie mo?na go edytowa?..
2024-07-18 10:09:52 Line: 71, C:\Users\moski\Desktop\a\api-subiekt-gt\src\apisubiektgt\subiektgt\product.php: <b>Source:</b> InsERT.GT.1<br/><b>Description:</b> Towar jest zablokowany, nie mo?na go edytowa?..
2024-07-18 10:09:53 Line: 71, C:\Users\moski\Desktop\a\api-subiekt-gt\src\apisubiektgt\subiektgt\product.php: <b>Source:</b> InsERT.GT.1<br/><b>Description:</b> Towar jest zablokowany, nie mo?na go edytowa?..
2024-07-18 10:09:54 Line: 71, C:\Users\moski\Desktop\a\api-subiekt-gt\src\apisubiektgt\subiektgt\product.php: <b>Source:</b> InsERT.GT.1<br/><b>Description:</b> Towar jest zablokowany, nie mo?na go edytowa?..
2024-07-18 10:10:12 Line: 71, C:\Users\moski\Desktop\a\api-subiekt-gt\src\apisubiektgt\subiektgt\product.php: <b>Source:</b> InsERT.GT.1<br/><b>Description:</b> Towar jest zablokowany, nie mo?na go edytowa?..
2024-07-18 10:10:13 Line: 71, C:\Users\moski\Desktop\a\api-subiekt-gt\src\apisubiektgt\subiektgt\product.php: <b>Source:</b> InsERT.GT.1<br/><b>Description:</b> Towar jest zablokowany, nie mo?na go edytowa?..
